COUNTY,Tr_ID,TotPop,Pop25pl,HH_MedInc,Perc_BelPo,PercBl,Count
510,24510250301,1237.000000,761.000000,26650.000000,27.073171,78.90056588520,0
005,24005400500,2418.000000,1623.000000,78143.000000,2.481390,0.49627791563,2
005,24005420402,2152.000000,1486.000000,45096.000000,10.051667,2.32342007435,1
005,24005430900,4820.000000,3129.000000,31989.000000,13.212651,12.98755186720,9
027,24027602700,2639.000000,1667.000000,91398.000000,0.946746,4.73664266768,3
005,24005420401,5896.000000,3752.000000,48914.000000,7.360275,9.39620081411,0
005,24005430400,4297.000000,2969.000000,50605.000000,3.448276,7.47032813591,8
027,24027605101,8318.000000,5422.000000,117101.000000,1.334455,3.71483529695,7
005,24005401602,2516.000000,33.000000,8750.000000,100.000000,19.19713831480,0
005,24005430800,3534.000000,2548.000000,52861.000000,2.610670,1.69779286927,6
005,24005421101,3084.000000,2128.000000,37722.000000,11.640726,7.87937743191,2
510,24510250205,4369.000000,2555.000000,33405.000000,14.541231,54.15426871140,11
510,24510250207,2169.000000,1220.000000,21464.000000,29.552789,98.15583218070,3
005,24005421200,1956.000000,1315.000000,41382.000000,13.605794,1.17586912065,0
510,24510250204,3639.000000,1734.000000,13750.000000,57.103372,96.94971145920,0
005,24005421102,2268.000000,1710.000000,42281.000000,2.336861,3.08641975309,1
027,24027602302,5218.000000,3269.000000,81121.000000,2.491376,11.23035645840,21
510,24510250203,1873.000000,1045.000000,22240.000000,32.077503,99.14575547250,0
510,24510250600,93.000000,65.000000,35000.000000,21.505376,6.45161290323,1
005,24005430200,2901.000000,1999.000000,41100.000000,10.410203,4.92933471217,1
005,24005452000,2579.000000,1829.000000,36857.000000,3.981265,10.04265219080,1
027,24027601101,8131.000000,5178.000000,88925.000000,2.120054,9.92497847743,2
005,24005451900,2834.000000,1986.000000,48750.000000,9.781818,2.01129146083,2
005,24005452200,0.000000,0.000000,0.000000,0.000000,0.00000000000,0
005,24005430101,4301.000000,2415.000000,32669.000000,14.838256,31.55080213900,0
005,24005430700,5020.000000,3461.000000,51573.000000,8.164086,2.43027888446,2
005,24005430102,2733.000000,1857.000000,50250.000000,6.192065,0.00000000000,1
005,24005421300,3301.000000,2001.000000,28324.000000,24.465486,80.88458043020,1
005,24005430300,5789.000000,3233.000000,34025.000000,18.405015,19.89980998450,0
005,24005430600,2445.000000,1784.000000,61581.000000,3.517382,5.11247443763,1
510,24510250401,3478.000000,2267.000000,36188.000000,18.261122,9.80448533640,11
027,24027605401,5279.000000,3902.000000,62825.000000,9.016859,20.49630611860,0
027,24027606601,2966.000000,2078.000000,82064.000000,1.180040,21.44302090360,2
510,24510250500,5290.000000,3365.000000,21515.000000,32.340668,25.17958412100,4
005,24005452100,3707.000000,2569.000000,50854.000000,6.968547,3.66873482600,3
003,24003750102,2537.000000,1635.000000,39333.000000,6.148995,4.49349625542,0
027,24027601102,11371.000000,7488.000000,65140.000000,2.785614,10.32450971770,6
510,24510250402,4341.000000,2461.000000,22948.000000,36.392989,31.07578898870,0
027,24027605503,6221.000000,4154.000000,52177.000000,9.092377,30.39704227620,0
003,24003750101,3961.000000,2644.000000,38005.000000,10.758691,3.53446099470,9
027,24027605502,5330.000000,3785.000000,99237.000000,2.870544,20.78799249530,4
003,24003750300,2513.000000,1808.000000,51210.000000,4.809619,0.99482690012,9
003,24003750500,3587.000000,2591.000000,56750.000000,4.356380,0.66908279900,9
003,24003750202,3255.000000,2269.000000,52000.000000,7.619048,5.62211981567,2
027,24027605501,6396.000000,3583.000000,116271.000000,2.067993,5.84740462789,7
027,24027606605,9410.000000,6193.000000,66296.000000,5.895499,28.35281615300,4
003,24003750201,2802.000000,2052.000000,42208.000000,10.749432,30.01427551750,5
027,24027605402,5193.000000,3937.000000,56069.000000,5.126183,28.09551319080,29
027,24027601201,6422.000000,4138.000000,56693.000000,3.464493,7.95702273435,10
027,24027606603,7538.000000,4926.000000,56318.000000,9.537111,31.53356327940,6
003,24003750203,1187.000000,813.000000,38693.000000,4.128054,5.56023588880,0
003,24003750400,4071.000000,2971.000000,63750.000000,2.783937,2.13706705969,10
003,24003750600,501.000000,396.000000,55903.000000,5.189621,23.35329341320,6
027,24027605602,7284.000000,4826.000000,82610.000000,5.497526,18.17682591980,9
027,24027605601,6437.000000,4650.000000,61250.000000,6.685562,20.49091191550,0
027,24027606604,3718.000000,2543.000000,73872.000000,4.937602,30.31199569660,0
027,24027601202,5918.000000,3925.000000,57569.000000,4.863098,18.01284217640,8
003,24003751102,3386.000000,2592.000000,44769.000000,5.128965,31.63024217370,34
