"","ORG_CODE","DISTRICT_NAME.x","COUNTY.x","FEMALE","MALE","TOTAL","DISTRICT_NAME.y","COUNTY.y","GRADE","District_Total","African American","Asian","Hispanic","Mult-Race, Non-Hispanic","Native American","Native Hawaiian PacificIslander","White"
"314","0625","Bridgewater-Raynham","Bristol","205","200","405","Bridgewater-Raynham","Bristol","Gr.10",405,"13","7","12","18","0","0","355"
"315","0632","Chesterfield-Goshen","Hampshire","0","0","0","Chesterfield-Goshen","Hampshire","Gr.10",0,"***","***","***","***","***","***","***"
"316","0635","Central Berkshire","Berkshire","82","76","158","Central Berkshire","Berkshire","Gr.10",158,"1","3","7","4","0","0","143"
"317","0640","Concord-Carlisle","Middlesex","174","159","333","Concord-Carlisle","Middlesex","Gr.10",334,"12","35","12","16","0","0","259"
"318","0645","Dennis-Yarmouth","Barnstable","102","99","201","Dennis-Yarmouth","Barnstable","Gr.10",201,"21","9","20","10","3","0","138"
"319","0650","Dighton-Rehoboth","Bristol","92","127","219","Dighton-Rehoboth","Bristol","Gr.10",219,"2","2","8","4","0","0","203"
"320","0655","Dover-Sherborn","Norfolk","73","81","154","Dover-Sherborn","Norfolk","Gr.10",154,"4","15","3","2","0","0","130"
"321","0658","Dudley-Charlton Reg","Worcester","142","127","269","Dudley-Charlton Reg","Worcester","Gr.10",269,"4","11","19","8","0","0","227"
"322","0660","Nauset","Barnstable","126","111","237","Nauset","Barnstable","Gr.10",237,"8","4","8","7","1","0","209"
"323","0662","Farmington River Reg","Berkshire","0","0","0","Farmington River Reg","Berkshire","Gr.10",0,"***","***","***","***","***","***","***"
"324","0665","Freetown-Lakeville","Bristol","98","91","189","Freetown-Lakeville","Bristol","Gr.10",189,"4","1","3","7","1","0","173"
"325","0670","Frontier","Franklin","42","53","95","Frontier","Franklin","Gr.10",95,"0","2","6","4","0","0","83"
"326","0672","Gateway","Hampshire","25","34","59","Gateway","Hampshire","Gr.10",59,"0","0","3","0","0","0","56"
"327","0673","Groton-Dunstable","Middlesex","99","104","203","Groton-Dunstable","Middlesex","Gr.10",203,"4","13","3","4","0","0","179"
"328","0674","Gill-Montague","Franklin","26","31","57","Gill-Montague","Franklin","Gr.10",57,"0","0","8","2","0","0","47"
"329","0675","Hamilton-Wenham","Essex","71","79","150","Hamilton-Wenham","Essex","Gr.10",150,"0","7","4","3","0","0","136"
"330","0680","Hampden-Wilbraham","Hampden","146","157","303","Hampden-Wilbraham","Hampden","Gr.10",303,"6","8","17","9","0","0","263"
"331","0683","Hampshire","Hampshire","42","53","95","Hampshire","Hampshire","Gr.10",95,"0","0","3","2","0","0","90"
"332","0685","Hawlemont","Franklin","0","0","0","Hawlemont","Franklin","Gr.10",0,"***","***","***","***","***","***","***"
"333","0690","King Philip","Norfolk","137","181","318","King Philip","Norfolk","Gr.10",318,"6","6","3","2","0","0","301"
"334","0695","Lincoln-Sudbury","Middlesex","180","198","378","Lincoln-Sudbury","Middlesex","Gr.10",378,"20","23","17","22","0","1","295"
"335","0698","Manchester Essex Regional","Essex","62","41","103","Manchester Essex Regional","Essex","Gr.10",103,"0","0","0","2","0","0","101"
"336","0700","Martha's Vineyard","Dukes","79","91","170","Martha's Vineyard","Dukes","Gr.10",170,"7","2","28","3","3","1","126"
"337","0705","Masconomet","Essex","138","140","278","Masconomet","Essex","Gr.10",278,"2","8","7","6","2","0","253"
"338","0710","Mendon-Upton","Worcester","93","68","161","Mendon-Upton","Worcester","Gr.10",161,"3","1","7","4","0","0","146"
"339","0712","Monomoy Regional School District","Barnstable","46","64","110","Monomoy Regional School District","Barnstable","Gr.10",110,"8","3","3","5","0","0","91"
"340","0715","Mount Greylock","Berkshire","49","51","100","Mount Greylock","Berkshire","Gr.10",100,"2","1","2","3","0","0","92"
"341","0717","Mohawk Trail","Franklin","33","34","67","Mohawk Trail","Franklin","Gr.10",67,"0","0","2","6","0","0","59"
"342","0720","Narragansett","Worcester","43","52","95","Narragansett","Worcester","Gr.10",95,"0","1","2","1","0","0","91"
"343","0725","Nashoba","Worcester","134","119","253","Nashoba","Worcester","Gr.10",253,"8","11","11","11","0","0","212"
"344","0728","New Salem-Wendell","Franklin","0","0","0","New Salem-Wendell","Franklin","Gr.10",0,"***","***","***","***","***","***","***"
"345","0730","Northboro-Southboro","Worcester","206","164","370","Northboro-Southboro","Worcester","Gr.10",370,"2","40","16","12","2","0","298"
"346","0735","North Middlesex","Middlesex","103","82","185","North Middlesex","Middlesex","Gr.10",185,"2","1","5","5","0","0","172"
"347","0740","Old Rochester","Plymouth","102","89","191","Old Rochester","Plymouth","Gr.10",191,"3","7","1","3","0","0","177"
"348","0745","Pentucket","Essex","85","73","158","Pentucket","Essex","Gr.10",158,"1","1","5","2","0","0","149"
"349","0750","Pioneer Valley","Franklin","33","32","65","Pioneer Valley","Franklin","Gr.10",65,"1","1","0","2","1","0","60"
"350","0753","Quabbin","Worcester","83","75","158","Quabbin","Worcester","Gr.10",158,"2","1","8","5","0","0","142"
"351","0755","Ralph C Mahar","Franklin","54","55","109","Ralph C Mahar","Franklin","Gr.10",109,"1","1","11","0","2","0","94"
"352","0760","Silver Lake","Plymouth","138","140","278","Silver Lake","Plymouth","Gr.10",278,"5","0","6","2","0","0","265"
"353","0763","Somerset Berkley Regional School District","Bristol","149","120","269","Somerset Berkley Regional School District","Bristol","Gr.10",269,"4","1","6","10","0","0","248"
"354","0765","Southern Berkshire","Berkshire","26","22","48","Southern Berkshire","Berkshire","Gr.10",48,"0","0","4","6","0","0","38"
"355","0766","Southwick-Tolland-Granville Regional School District","Hampden","64","61","125","Southwick-Tolland-Granville Regional School District","Hampden","Gr.10",125,"3","0","8","1","0","0","113"
"356","0767","Spencer-E Brookfield","Worcester","42","48","90","Spencer-E Brookfield","Worcester","Gr.10",90,"1","0","5","4","0","0","80"
"357","0770","Tantasqua","Worcester","134","167","301","Tantasqua","Worcester","Gr.10",301,"1","2","17","8","1","0","272"
"358","0773","Triton","Essex","96","85","181","Triton","Essex","Gr.10",181,"1","3","6","2","0","0","169"
"359","0774","Up-Island Regional","Dukes","0","0","0","Up-Island Regional","Dukes","Gr.10",0,"***","***","***","***","***","***","***"
"360","0775","Wachusett","Worcester","322","267","589","Wachusett","Worcester","Gr.10",589,"7","26","26","6","0","1","523"
"361","0778","Quaboag Regional","Worcester","50","55","105","Quaboag Regional","Worcester","Gr.10",105,"0","0","8","2","0","0","95"
"362","0780","Whitman-Hanson","Plymouth","150","141","291","Whitman-Hanson","Plymouth","Gr.10",291,"7","4","5","10","2","0","263"
"363","0801","Assabet Valley Regional Vocational Technical","Middlesex","119","154","273","Assabet Valley Regional Vocational Technical","Middlesex","Gr.10",273,"0","1","41","8","0","0","223"
"364","0805","Blackstone Valley Regional Vocational Technical","Worcester","148","160","308","Blackstone Valley Regional Vocational Technical","Worcester","Gr.10",308,"1","8","6","5","0","0","288"
"365","0806","Blue Hills Regional Vocational Technical","Norfolk","97","123","220","Blue Hills Regional Vocational Technical","Norfolk","Gr.10",220,"56","2","30","8","2","0","122"
"366","0810","Bristol-Plymouth Regional Vocational Technical","Bristol","126","201","327","Bristol-Plymouth Regional Vocational Technical","Bristol","Gr.10",328,"14","2","25","11","2","0","274"
"367","0815","Cape Cod Regional Vocational Technical","Barnstable","60","91","151","Cape Cod Regional Vocational Technical","Barnstable","Gr.10",151,"7","2","14","11","6","1","110"
"368","0817","Essex North Shore Agricultural and Technical School District","Essex","201","148","349","Essex North Shore Agricultural and Technical School District","Essex","Gr.10",349,"4","6","42","7","0","0","290"
"369","0818","Franklin County Regional Vocational Technical","Franklin","46","83","129","Franklin County Regional Vocational Technical","Franklin","Gr.10",129,"4","0","6","0","0","0","119"
"370","0821","Greater Fall River Regional Vocational Technical","Bristol","163","184","347","Greater Fall River Regional Vocational Technical","Bristol","Gr.10",347,"6","3","31","18","2","0","287"
"371","0823","Greater Lawrence Regional Vocational Technical","Essex","193","200","393","Greater Lawrence Regional Vocational Technical","Essex","Gr.10",393,"6","2","316","0","0","0","69"
"372","0825","Greater New Bedford Regional Vocational Technical","Bristol","284","270","554","Greater New Bedford Regional Vocational Technical","Bristol","Gr.10",554,"40","6","118","18","3","0","369"
"373","0828","Greater Lowell Regional Vocational Technical","Middlesex","235","332","567","Greater Lowell Regional Vocational Technical","Middlesex","Gr.10",567,"22","90","193","24","3","0","235"
"374","0829","South Middlesex Regional Vocational Technical","Middlesex","71","111","182","South Middlesex Regional Vocational Technical","Middlesex","Gr.10",182,"7","0","88","6","2","0","79"
"375","0830","Minuteman Regional Vocational Technical","Middlesex","50","85","135","Minuteman Regional Vocational Technical","Middlesex","Gr.10",136,"4","6","12","7","0","0","107"
"376","0832","Montachusett Regional Vocational Technical","Worcester","178","177","355","Montachusett Regional Vocational Technical","Worcester","Gr.10",357,"5","6","52","17","1","0","276"
"377","0851","Northern Berkshire Regional Vocational Technical","Berkshire","37","83","120","Northern Berkshire Regional Vocational Technical","Berkshire","Gr.10",120,"1","0","4","1","0","0","114"
"378","0852","Nashoba Valley Regional Vocational Technical","Middlesex","78","110","188","Nashoba Valley Regional Vocational Technical","Middlesex","Gr.10",188,"0","1","10","4","1","0","172"
"379","0853","Northeast Metropolitan Regional Vocational Technical","Middlesex","164","158","322","Northeast Metropolitan Regional Vocational Technical","Middlesex","Gr.10",322,"12","8","104","6","0","0","192"
"380","0855","Old Colony Regional Vocational Technical","Bristol","60","79","139","Old Colony Regional Vocational Technical","Bristol","Gr.10",139,"0","0","0","2","0","0","137"
"381","0860","Pathfinder Regional Vocational Technical","Hampden","61","99","160","Pathfinder Regional Vocational Technical","Hampden","Gr.10",160,"1","0","9","5","1","0","144"
"382","0871","Shawsheen Valley Regional Vocational Technical","Middlesex","145","182","327","Shawsheen Valley Regional Vocational Technical","Middlesex","Gr.10",327,"5","3","12","9","1","0","297"
"383","0872","Southeastern Regional Vocational Technical","Bristol","177","184","361","Southeastern Regional Vocational Technical","Bristol","Gr.10",361,"126","5","44","10","0","0","176"
"384","0873","South Shore Regional Vocational Technical","Plymouth","60","116","176","South Shore Regional Vocational Technical","Plymouth","Gr.10",176,"1","3","9","7","0","0","156"
"385","0876","Southern Worcester County Regional Vocational Technical","Worcester","120","179","299","Southern Worcester County Regional Vocational Technical","Worcester","Gr.10",299,"2","0","21","4","0","0","272"
"386","0878","Tri County Regional Vocational Technical","Norfolk","126","150","276","Tri County Regional Vocational Technical","Norfolk","Gr.10",277,"0","4","13","10","0","1","249"
"387","0879","Upper Cape Cod Regional Vocational Technical","Barnstable","64","111","175","Upper Cape Cod Regional Vocational Technical","Barnstable","Gr.10",175,"15","1","4","8","0","0","147"
"388","0885","Whittier Regional Vocational Technical","Essex","155","183","338","Whittier Regional Vocational Technical","Essex","Gr.10",338,"8","4","58","12","1","0","255"
"389","0910","Bristol County Agricultural","Bristol","94","25","119","Bristol County Agricultural","Bristol","Gr.10",119,"0","0","3","4","0","0","112"
"390","0915","Norfolk County Agricultural","Norfolk","108","38","146","Norfolk County Agricultural","Norfolk","Gr.10",146,"2","1","4","3","1","0","135"
"391","3501","Paulo Freire Social Justice Charter School (District)","Hampshire","43","49","92","Paulo Freire Social Justice Charter School (District)","Hampshire","Gr.10",92,"5","0","76","0","0","0","11"
"392","3502","Baystate Academy Charter Public School (District)","Hampden","37","32","69","Baystate Academy Charter Public School (District)","Hampden","Gr.10",69,"17","0","49","0","0","0","3"
"393","3503","Lowell Collegiate Charter School (District)","Middlesex","0","0","0","Lowell Collegiate Charter School (District)","Middlesex","Gr.10",0,"***","***","***","***","***","***","***"
"394","3504","City on a Hill Charter Public School Dudley Square (District)","Suffolk","42","29","71","City on a Hill Charter Public School Dudley Square (District)","Suffolk","Gr.10",71,"56","3","11","0","0","0","1"
"395","3505","UP Academy Charter School of Dorchester (District)","Suffolk","0","0","0","UP Academy Charter School of Dorchester (District)","Suffolk","Gr.10",0,"***","***","***","***","***","***","***"
"396","3506","Pioneer Charter School of Science II (PCSS-II) (District)","Middlesex","21","30","51","Pioneer Charter School of Science II (PCSS-II) (District)","Middlesex","Gr.10",51,"11","9","13","1","2","0","15"
"397","3507","City on a Hill Charter Public School New Bedford (District)","Bristol","27","28","55","City on a Hill Charter Public School New Bedford (District)","Bristol","Gr.10",55,"8","1","23","3","0","0","20"
"398","3508","Phoenix Academy Public Charter High School Springfield (District)","Hampden","12","6","18","Phoenix Academy Public Charter High School Springfield (District)","Hampden","Gr.10",18,"4","1","11","2","0","0","0"
"399","3509","Argosy Collegiate Charter School (District)","Bristol","0","0","0","Argosy Collegiate Charter School (District)","Bristol","Gr.10",0,"***","***","***","***","***","***","***"
"400","3510","Springfield Preparatory Charter School (District)","Hampden","0","0","0","Springfield Preparatory Charter School (District)","Hampden","Gr.10",0,"***","***","***","***","***","***","***"
"401","3511","Bentley Academy Charter School (District)","Essex","0","0","0","Bentley Academy Charter School (District)","Essex","Gr.10",0,"***","***","***","***","***","***","***"
"402","3513","New Heights Charter School of Brockton (District)","Plymouth","0","0","0","New Heights Charter School of Brockton (District)","Plymouth","Gr.10",0,"***","***","***","***","***","***","***"
"403","3901","Massachusetts Virtual Academy at Greenfield Commonwealth Virtual District","Franklin","50","25","75","Massachusetts Virtual Academy at Greenfield Commonwealth Virtual District","Franklin","Gr.10",75,"6","0","11","3","2","1","52"
"404","3902","TEC Connections Academy Commonwealth Virtual School District","Norfolk","117","63","180","TEC Connections Academy Commonwealth Virtual School District","Norfolk","Gr.10",180,"4","2","16","9","0","0","149"
